"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"7199",10982,"Morera","23/03/2011 12:34","Alto (> 8 mts)",57,"Mediano",-68.8553357687,-32.8810817139,6,"Residencial Norte",2694682.37982,"0","bajo"
"16021",24361,"Fresno europeo","26/01/2011 09:52","Alto (> 8 mts)",127,"Grande",-68.8452498312,-32.9026236746,2,"Barrio Civico",2366816.36021,"0","medio"
"25627",38759,"Liquidambar","01/11/2010 13:10","Bajo (2 - 4 mts)",46,"Mediano",-68.8491460627,-32.8699060764,6,"Residencial Norte",2694682.37982,"0","bajo"
"16341",24852,"Fresno europeo","16/02/2011 12:57","Alto (> 8 mts)",195,"Grande",-68.8380890761,-32.8955488125,2,"Barrio Civico",2366816.36021,"0","alto"
"25952",39246,"Morera","28/12/2010 09:53","Alto (> 8 mts)",90,"Grande",-68.8550174509,-32.8718895143,6,"Residencial Norte",2694682.37982,"0","medio"
"27366",41398,"Perenne","15/04/2011 11:08","Medio (4 - 8 mts)",72,"Grande",-68.8420986991,-32.8818490378,1,"Parque Central",1655357.93265,"0","bajo"
"821",1270,"Palo borracho","05/12/2011 11:24","Bajo (2 - 4 mts)",90,"Grande",-68.8788154966,-32.8685753738,8,"Aeroparque",2203364.73622,"0","medio"
"17894",27250,"Pltano","26/10/2011 09:30","Alto (> 8 mts)",170,"Grande",-68.8356425867,-32.889423229,3,"Parque O'Higgins",1531146.02653,"0","alto"
"23154",35103,"Morera","28/03/2011 12:37","Alto (> 8 mts)",140,"Grande",-68.8527662767,-32.8812440978,1,"Parque Central",1655357.93265,"1","medio"
"19532",29685,"Pltano","02/03/2011 19:06","Alto (> 8 mts)",108,"Grande",-68.8404070772,-32.8941189156,2,"Barrio Civico",2366816.36021,"0","medio"
"27451",41530,"Morera","04/05/2011 09:42","Bajo (2 - 4 mts)",70,"Grande",-68.8388789995,-32.8781407773,1,"Parque Central",1655357.93265,"0","bajo"
"3163",4845,"Paraiso","27/07/2011 11:14","Alto (> 8 mts)",157,"Grande",-68.8385353497,-32.8657958227,4,"Cuarta Oeste",1173332.70145,"0","medio"
"15770",23989,"Morera","14/01/2011 08:36","Alto (> 8 mts)",125,"Grande",-68.8462011887,-32.8998106119,2,"Barrio Civico",2366816.36021,"1","medio"
"21723",32973,"Fresno americano","19/05/2011 13:39","Alto (> 8 mts)",80,"Grande",-68.8506562361,-32.887474703,5,"Residencial Sur",2423808.92355,"0","bajo"
"14429",22037,"Morera","16/05/2011 10:05","Alto (> 8 mts)",210,"Grande",-68.8570942743,-32.8934234268,5,"Residencial Sur",2423808.92355,"0","alto"
"7922",12069,"Paraiso sombrilla","04/02/2010 12:59","Medio (4 - 8 mts)",108,"Grande",-68.853012204,-32.8683015974,6,"Residencial Norte",2694682.37982,"0","medio"
"6658",10183,"Morera","17/12/2010 11:17","Bajo (2 - 4 mts)",12,"Chico",-68.8523715563,-32.8705078814,6,"Residencial Norte",2694682.37982,"0","bajo"
"28863",43742,"Morera","17/10/2011 16:24","Medio (4 - 8 mts)",120,"Grande",-68.8325663089,-32.8812775007,3,"Parque O'Higgins",1531146.02653,"0","medio"
"3746",5762,"Morera","06/05/2011 10:27","Bajo (2 - 4 mts)",54,"Mediano",-68.8393990257,-32.8787244727,1,"Parque Central",1655357.93265,"0","bajo"
"28780",43614,"Pltano","13/10/2011 08:25","Alto (> 8 mts)",175,"Grande",-68.833856418,-32.8830171431,3,"Parque O'Higgins",1531146.02653,"0","alto"
"27896",42237,"Morera","28/04/2011 14:14","Medio (4 - 8 mts)",58,"Mediano",-68.8392190368,-32.8748777159,1,"Parque Central",1655357.93265,"0","bajo"
"5594",8576,"Fresno europeo","03/02/2011 11:26","Medio (4 - 8 mts)",35,"Mediano",-68.840761689,-32.9032842093,2,"Barrio Civico",2366816.36021,"0","bajo"
"31096",47190,"Fresno europeo","20/09/2011 10:49","Alto (> 8 mts)",136,"Grande",-68.8343631389,-32.875104558,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"12984",19921,"Fresno europeo","28/06/2011 13:09","Medio (4 - 8 mts)",48,"Mediano",-68.8335824648,-32.8635605712,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"21109",32041,"Pltano","09/06/2011 13:34","Alto (> 8 mts)",145,"Grande",-68.8602552686,-32.8878824968,5,"Residencial Sur",2423808.92355,"0","medio"
"26641",40307,"Aguaribay","11/04/2011 12:35","Alto (> 8 mts)",240,"Grande",-68.8458396272,-32.8802594216,1,"Parque Central",1655357.93265,"1","alto"
"11542",17800,"Paraiso","22/07/2011 13:28","Medio (4 - 8 mts)",93,"Grande",-68.8430624154,-32.8688563948,4,"Cuarta Oeste",1173332.70145,"0","medio"
"26477",40031,"Morera","19/04/2011 09:11","Alto (> 8 mts)",190,"Grande",-68.8436896647,-32.8784461535,1,"Parque Central",1655357.93265,"0","alto"
"15182",23107,"Paraiso","17/01/2011 17:01","Medio (4 - 8 mts)",43,"Mediano",-68.8472744426,-32.9021915324,2,"Barrio Civico",2366816.36021,"0","bajo"
"19401",29494,"Pltano","18/02/2011 10:59","Alto (> 8 mts)",172,"Grande",-68.844421576,-32.8920651434,2,"Barrio Civico",2366816.36021,"0","alto"
"10202",15762,"Liquidambar","21/11/2011 12:11","Medio (4 - 8 mts)",35,"Mediano",-68.8726707632,-32.8783716378,7,"Residencial Parque",1786336.08966,"0","bajo"
"21937",33294,"Pltano","24/06/2011 11:28","Alto (> 8 mts)",200,"Grande",-68.8568724556,-32.8897423006,5,"Residencial Sur",2423808.92355,"0","alto"
"9395",14386,"Paraiso sombrilla","02/12/2011 10:28","Medio (4 - 8 mts)",90,"Grande",-68.8779619188,-32.8672470989,8,"Aeroparque",2203364.73622,"0","medio"
"23835",36102,"Fresno europeo","05/04/2011 13:45","Alto (> 8 mts)",140,"Grande",-68.8561810762,-32.8764403583,6,"Residencial Norte",2694682.37982,"0","medio"
"3987",6141,"Fresno americano","07/04/2011 11:19","Medio (4 - 8 mts)",56,"Mediano",-68.8435773895,-32.8812615063,1,"Parque Central",1655357.93265,"0","bajo"
"7931",12081,"Acacia SP","04/02/2010 13:21","Medio (4 - 8 mts)",82.5,"Grande",-68.8536429832,-32.8679038934,6,"Residencial Norte",2694682.37982,"0","medio"
"28568",43299,"Fresno europeo","07/10/2011 11:33","Alto (> 8 mts)",120,"Grande",-68.8335859533,-32.8798843198,1,"Parque Central",1655357.93265,"0","medio"
"5989",9174,"Paraiso","28/02/2011 14:09","Alto (> 8 mts)",150,"Grande",-68.8515539869,-32.8648709971,6,"Residencial Norte",2694682.37982,"0","medio"
"18607",28316,"Morera","10/03/2011 15:31","Alto (> 8 mts)",162,"Grande",-68.8499417851,-32.8921332042,5,"Residencial Sur",2423808.92355,"0","alto"
"27809",42090,"Paraiso sombrilla","12/04/2011 10:12","Medio (4 - 8 mts)",120,"Grande",-68.8432701455,-32.8801411722,1,"Parque Central",1655357.93265,"0","medio"
"16326",24831,"Fresno americano","18/02/2011 10:36","Alto (> 8 mts)",68,"Grande",-68.8399694871,-32.8972279267,2,"Barrio Civico",2366816.36021,"0","bajo"
"17118",26073,"Fresno americano","04/11/2011 17:46","Bajo (2 - 4 mts)",120,"Grande",-68.8338533676,-32.8861019848,3,"Parque O'Higgins",1531146.02653,"0","medio"
"14330",21887,"Morera","03/06/2011 10:20","Alto (> 8 mts)",115,"Grande",-68.8590583064,-32.8968601898,5,"Residencial Sur",2423808.92355,"1","medio"
"17830",27153,"Pltano","27/10/2011 10:06","Alto (> 8 mts)",220,"Grande",-68.8371689847,-32.8897462279,3,"Parque O'Higgins",1531146.02653,"1","alto"
"12940",19855,"Morera","30/06/2011 09:34","Alto (> 8 mts)",158,"Grande",-68.8337695764,-32.8631844533,4,"Cuarta Oeste",1173332.70145,"0","medio"
"14227",21727,"Morera","24/05/2011 09:57","Alto (> 8 mts)",155,"Grande",-68.855400298,-32.8948562504,5,"Residencial Sur",2423808.92355,"0","medio"
"26169",39560,"Morera","28/10/2010 12:54","Alto (> 8 mts)",180,"Grande",-68.849972992,-32.8688545038,6,"Residencial Norte",2694682.37982,"1","alto"
"12393",19050,"Morera","26/07/2011 09:47","Bajo (2 - 4 mts)",66,"Grande",-68.8415030559,-32.8725954682,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"20175",30649,"Olmo bola","01/02/2011 13:03","Medio (4 - 8 mts)",95,"Grande",-68.8545971221,-32.8667096722,6,"Residencial Norte",2694682.37982,"0","medio"
"1306",1987,"Fresno europeo","18/10/2011 16:33","Muy bajo (1 - 2 mts)",14,"Chico",-68.8321721014,-32.8824902528,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"5842",8961,"Morera","19/01/2011 12:38","Alto (> 8 mts)",130,"Grande",-68.8474057225,-32.8684905034,6,"Residencial Norte",2694682.37982,"0","medio"
"2790",4281,"Morera","26/07/2011 13:46","Medio (4 - 8 mts)",74,"Grande",-68.8373149596,-32.8722886174,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"18682",28431,"Pltano","28/02/2011 10:17","Alto (> 8 mts)",210,"Grande",-68.8459806233,-32.8898177265,2,"Barrio Civico",2366816.36021,"0","alto"
"3561",5470,"Tilo","12/04/2011 10:52","Medio (4 - 8 mts)",70,"Grande",-68.8426424556,-32.8795775951,1,"Parque Central",1655357.93265,"0","bajo"
"26755",40474,"Morera","11/04/2011 09:47","Alto (> 8 mts)",117,"Grande",-68.8438001652,-32.8820968856,1,"Parque Central",1655357.93265,"1","medio"
"3776",5815,"Paraiso","03/05/2011 11:31","Medio (4 - 8 mts)",77,"Grande",-68.8430314984,-32.8751275078,1,"Parque Central",1655357.93265,"0","bajo"
"4085",6289,"Morera","30/06/2011 09:53","Alto (> 8 mts)",67,"Grande",-68.8616937434,-32.8894342217,5,"Residencial Sur",2423808.92355,"0","bajo"
"19431",29538,"Morera","28/02/2011 18:32","Alto (> 8 mts)",210,"Grande",-68.8435601106,-32.8931883874,2,"Barrio Civico",2366816.36021,"0","alto"
"30524",46314,"Morera","28/09/2011 08:08","Alto (> 8 mts)",168,"Grande",-68.8247133785,-32.8734821555,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"22313",33849,"Morera","16/05/2011 12:53","Medio (4 - 8 mts)",160,"Grande",-68.8536150782,-32.8868127075,5,"Residencial Sur",2423808.92355,"0","medio"
"4637",7100,"Morera","01/06/2011 11:59","Alto (> 8 mts)",81,"Grande",-68.860836276,-32.8973322497,5,"Residencial Sur",2423808.92355,"0","medio"
"31351",47572,"Morera","19/09/2011 08:19","Alto (> 8 mts)",180,"Grande",-68.826694004,-32.8720547389,4,"Cuarta Este Área Fundacional",1822015.85685,"1","alto"
"3565",5478,"Morera","11/04/2011 11:52","Bajo (2 - 4 mts)",8,"Chico",-68.8461987719,-32.8811124541,1,"Parque Central",1655357.93265,"0","bajo"
"20636",31328,"Acer","25/02/2011 12:08","Medio (4 - 8 mts)",124,"Grande",-68.8484741631,-32.86572854,6,"Residencial Norte",2694682.37982,"0","medio"
"29497",44747,"Morera","23/08/2011 13:04","Alto (> 8 mts)",200,"Grande",-68.8234178481,-32.8686577139,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"10583",16346,"Morera","12/08/2011 13:29","Bajo (2 - 4 mts)",35,"Mediano",-68.841901543,-32.8629409862,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"31415",47660,"Morera","08/09/2011 15:27","Medio (4 - 8 mts)",207,"Grande",-68.8287537969,-32.8710988045,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"30598",46422,"Morera","17/08/2011 13:11","Alto (> 8 mts)",160,"Grande",-68.8324100232,-32.8674481973,4,"Cuarta Oeste",1173332.70145,"0","medio"
"17706",26966,"Fresno europeo","03/11/2011 18:06","Muy bajo (1 - 2 mts)",4,"Chico",-68.8351725415,-32.8860395542,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"5608",8599,"Morera","07/02/2011 12:12","Alto (> 8 mts)",100,"Grande",-68.8417292028,-32.9023652166,2,"Barrio Civico",2366816.36021,"0","medio"
"10910",16836,"Paraiso","08/08/2011 13:20","Alto (> 8 mts)",142,"Grande",-68.8387794898,-32.8642823999,4,"Cuarta Oeste",1173332.70145,"0","medio"
"10622",16412,"Morera","02/08/2011 10:08","Alto (> 8 mts)",150,"Grande",-68.8349501238,-32.8668402506,4,"Cuarta Oeste",1173332.70145,"1","medio"
"12267",18871,"Morera","27/07/2011 09:01","Bajo (2 - 4 mts)",15,"Chico",-68.8407319704,-32.8703424635,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"22199",33669,"Morera","13/05/2011 10:54","Alto (> 8 mts)",198,"Grande",-68.8561431159,-32.8874425875,5,"Residencial Sur",2423808.92355,"0","alto"
"31866",48342,"Morera","17/08/2011 11:39","Bajo (2 - 4 mts)",41,"Mediano",-68.8273069471,-32.8665263003,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"2006",3049,"Morera","16/09/2011 13:45","Alto (> 8 mts)",105,"Grande",-68.8268130879,-32.8731851147,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"12400",19059,"Morera","26/07/2011 12:34","Alto (> 8 mts)",170,"Grande",-68.8413994649,-32.8718442257,4,"Cuarta Oeste",1173332.70145,"0","alto"
"22118",33563,"Fresno americano","30/05/2011 09:57","Medio (4 - 8 mts)",50,"Mediano",-68.854046005,-32.8886843123,5,"Residencial Sur",2423808.92355,"0","bajo"
"18816",28634,"Acacia SP","23/02/2011 11:42","Bajo (2 - 4 mts)",20,"Chico",-68.8475147514,-32.8906010169,2,"Barrio Civico",2366816.36021,"0","bajo"
"16086",24467,"Olmo comun","20/01/2011 08:42","Alto (> 8 mts)",142,"Grande",-68.8465026662,-32.9031492206,2,"Barrio Civico",2366816.36021,"0","medio"
"18719",28489,"Morera","25/02/2011 10:19","Alto (> 8 mts)",170,"Grande",-68.8473588333,-32.8892754455,2,"Barrio Civico",2366816.36021,"0","alto"
"9814",15084,"Morera","17/11/2011 09:47","Alto (> 8 mts)",150,"Grande",-68.858930569,-32.8690451745,6,"Residencial Norte",2694682.37982,"0","medio"
"1759",2672,"Acacia SP","12/10/2011 14:45","Medio (4 - 8 mts)",120,"Grande",-68.8325117137,-32.8847177427,3,"Parque O'Higgins",1531146.02653,"0","medio"
"25120",38010,"Fresno europeo","10/01/2012 12:40","Medio (4 - 8 mts)",90,"Grande",-68.8477230906,-32.8728010263,6,"Residencial Norte",2694682.37982,"0","medio"
"2232",3364,"Caducifolio","04/10/2011 09:52","Muy bajo (1 - 2 mts)",4,"Chico",-68.8352083699,-32.8797634923,1,"Parque Central",1655357.93265,"0","bajo"
"31883",48370,"Fresno europeo","05/09/2011 09:03","Medio (4 - 8 mts)",90,"Grande",-68.8291304886,-32.8691255112,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"18757",28543,"Morera","21/02/2011 09:56","Alto (> 8 mts)",145,"Grande",-68.8491349581,-32.8889315892,5,"Residencial Sur",2423808.92355,"1","medio"
"23382",35439,"Fresno europeo","23/03/2011 10:33","Alto (> 8 mts)",112,"Grande",-68.8552464989,-32.8819740504,6,"Residencial Norte",2694682.37982,"0","medio"
"16945",25815,"Morera","01/02/2011 13:27","Alto (> 8 mts)",91,"Grande",-68.8406900625,-32.9033285993,2,"Barrio Civico",2366816.36021,"0","medio"
"22923",34740,"Pltano","31/03/2011 12:27","Alto (> 8 mts)",280,"Grande",-68.8502048181,-32.878214636,6,"Residencial Norte",2694682.37982,"0","muy alto"
"31030",47069,"Morera","28/09/2011 08:47","Alto (> 8 mts)",65,"Grande",-68.8339751135,-32.8737475358,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"248",396,"Morera","05/03/2012 11:24","Alto (> 8 mts)",185,"Grande",-68.8200295583,-32.8675016291,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"4110",6323,"Morera","30/06/2011 11:19","Alto (> 8 mts)",75,"Grande",-68.8561204425,-32.890165616,5,"Residencial Sur",2423808.92355,"0","bajo"
"23806",36066,"Fresno europeo","18/03/2011 11:45","Bajo (2 - 4 mts)",13,"Chico",-68.8567701949,-32.8758648087,6,"Residencial Norte",2694682.37982,"0","bajo"
"12735",19548,"Pltano","26/07/2011 10:06","Medio (4 - 8 mts)",160,"Grande",-68.8378529605,-32.8706178834,4,"Cuarta Oeste",1173332.70145,"0","medio"
"19293",29351,"Pltano","25/04/2011 08:45","Alto (> 8 mts)",190,"Grande",-68.8429842626,-32.8876520384,3,"Parque O'Higgins",1531146.02653,"0","alto"
"1206",1845,"Fresno europeo","17/11/2011 12:43","Bajo (2 - 4 mts)",22,"Mediano",-68.8594120179,-32.8721180992,6,"Residencial Norte",2694682.37982,"0","bajo"
"25504",38563,"Morera","20/12/2010 12:27","Alto (> 8 mts)",140,"Grande",-68.8525283476,-32.8707573992,6,"Residencial Norte",2694682.37982,"0","medio"
"14263",21784,"Fresno americano","13/05/2011 11:21","Medio (4 - 8 mts)",50,"Mediano",-68.8558772504,-32.8933474142,5,"Residencial Sur",2423808.92355,"0","bajo"
"20663",31372,"Fresno europeo","23/05/2011 13:22","Bajo (2 - 4 mts)",100,"Grande",-68.8505780479,-32.8841539025,1,"Parque Central",1655357.93265,"0","medio"
"704",1087,"Caducifolio","13/12/2011 18:50","Bajo (2 - 4 mts)",34,"Mediano",-68.8809911039,-32.867749267,8,"Aeroparque",2203364.73622,"0","bajo"
"13825",21160,"Fresno europeo","06/05/2011 10:47","Alto (> 8 mts)",122,"Grande",-68.8530617094,-32.8933527496,5,"Residencial Sur",2423808.92355,"0","medio"
"21811",33109,"Pltano","27/06/2011 12:05","Alto (> 8 mts)",120,"Grande",-68.8528290834,-32.8904813103,5,"Residencial Sur",2423808.92355,"0","medio"
"3670",5638,"Pltano","02/05/2011 13:47","Bajo (2 - 4 mts)",18,"Chico",-68.8388984743,-32.8768961618,1,"Parque Central",1655357.93265,"0","bajo"
"9166",14017,"Morera","29/11/2011 17:10","Bajo (2 - 4 mts)",60,"Mediano",-68.8787389228,-32.8655031449,8,"Aeroparque",2203364.73622,"0","bajo"
"10298",15888,"Morera","28/11/2011 12:51","Medio (4 - 8 mts)",100,"Grande",-68.8720461425,-32.8761018572,7,"Residencial Parque",1786336.08966,"0","medio"
"5028",7701,"Fresno europeo","24/05/2011 09:15","Alto (> 8 mts)",130,"Grande",-68.8523903996,-32.8839803995,5,"Residencial Sur",2423808.92355,"0","medio"
"31829",48279,"Morera","31/08/2011 10:20","Medio (4 - 8 mts)",83,"Grande",-68.8290358824,-32.8699846063,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"17631",26853,"Morera","07/11/2011 09:16","Alto (> 8 mts)",78,"Grande",-68.8342390531,-32.8928250354,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"25167",38070,"Paraiso sombrilla","06/12/2010 09:40","Medio (4 - 8 mts)",170,"Grande",-68.8478850025,-32.8720320782,6,"Residencial Norte",2694682.37982,"0","alto"
"21135",32077,"Morera","08/06/2011 09:23","Alto (> 8 mts)",150,"Grande",-68.8593617928,-32.8870540124,5,"Residencial Sur",2423808.92355,"0","medio"
"5642",8657,"Caducifolio","02/02/2011 10:28","Bajo (2 - 4 mts)",32,"Mediano",-68.8393789391,-32.9037320482,2,"Barrio Civico",2366816.36021,"0","bajo"
"19013",28933,"Pltano","28/02/2011 12:25","Alto (> 8 mts)",214,"Grande",-68.8476516996,-32.8869218125,1,"Parque Central",1655357.93265,"0","alto"
"8409",12840,"Olmo bola","18/01/2011 09:08","Bajo (2 - 4 mts)",50,"Mediano",-68.8468696202,-32.863500446,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"11302",17433,"Morera","29/07/2011 10:18","Medio (4 - 8 mts)",78,"Grande",-68.8348709746,-32.8676932142,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"8705",13296,"Acer","23/02/2011 10:07","Alto (> 8 mts)",172,"Grande",-68.8483345222,-32.865133115,6,"Residencial Norte",2694682.37982,"0","alto"
"16383",24924,"Morera","10/02/2011 08:51","Alto (> 8 mts)",126,"Grande",-68.8383930765,-32.8973541197,2,"Barrio Civico",2366816.36021,"0","medio"
"22692",34396,"Morera","23/03/2011 13:14","Alto (> 8 mts)",170,"Grande",-68.8506158497,-32.8755709113,6,"Residencial Norte",2694682.37982,"0","alto"
"12557",19285,"Morera","13/07/2011 21:16","Alto (> 8 mts)",200,"Grande",-68.8362013612,-32.8698763424,4,"Cuarta Oeste",1173332.70145,"0","alto"
"25103",37981,"Fresno europeo","10/01/2012 17:38","Muy bajo (1 - 2 mts)",4,"Chico",-68.8485182769,-32.8731197488,6,"Residencial Norte",2694682.37982,"0","bajo"
"6647",10161,"Prunas","23/12/2010 13:06","Muy bajo (1 - 2 mts)",40,"Mediano",-68.8547842689,-32.8714088391,6,"Residencial Norte",2694682.37982,"0","bajo"
"1133",1720,"Fresno americano","23/11/2011 07:58","Medio (4 - 8 mts)",25,"Mediano",-68.8724302051,-32.879389531,7,"Residencial Parque",1786336.08966,"0","bajo"
"29887",45329,"Olmo comun","16/09/2011 11:55","Medio (4 - 8 mts)",110,"Grande",-68.8243653676,-32.8722310183,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"31567",47887,"Fresno europeo","22/09/2011 09:47","Medio (4 - 8 mts)",77,"Grande",-68.8297960863,-32.8730736742,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"1763",2678,"Pltano","11/10/2011 09:12","Alto (> 8 mts)",210,"Grande",-68.8327158788,-32.8848167738,3,"Parque O'Higgins",1531146.02653,"0","alto"
"8736",13343,"Fresno europeo","12/01/2011 10:42","Alto (> 8 mts)",200,"Grande",-68.8461725399,-32.8666959234,4,"Cuarta Oeste",1173332.70145,"0","alto"
"15945",24246,"Acer","27/01/2011 09:11","Medio (4 - 8 mts)",230,"Grande",-68.8441531159,-32.9012429894,2,"Barrio Civico",2366816.36021,"0","alto"
"14149",21607,"Fresno europeo","11/05/2011 11:47","Medio (4 - 8 mts)",75,"Grande",-68.8552766369,-32.8949056994,5,"Residencial Sur",2423808.92355,"0","bajo"
"25407",38419,"Acer","04/11/2010 10:41","Alto (> 8 mts)",180,"Grande",-68.851715725,-32.8700437528,6,"Residencial Norte",2694682.37982,"0","alto"
"13028",19980,"Paraiso","05/08/2011 08:41","Medio (4 - 8 mts)",117,"Grande",-68.8325477814,-32.8639620689,4,"Cuarta Oeste",1173332.70145,"0","medio"
"17972",27380,"Pltano","20/10/2011 13:09","Alto (> 8 mts)",240,"Grande",-68.8356112329,-32.8885502404,3,"Parque O'Higgins",1531146.02653,"0","alto"
"5446",8337,"Morera","16/03/2011 18:34","Alto (> 8 mts)",178,"Grande",-68.8457131698,-32.8929294276,2,"Barrio Civico",2366816.36021,"0","alto"
"6077",9305,"Morera","16/02/2011 10:21","Alto (> 8 mts)",106,"Grande",-68.8460625371,-32.8649776533,4,"Cuarta Oeste",1173332.70145,"0","medio"
"5130",7848,"Morera","02/06/2011 12:49","Medio (4 - 8 mts)",110,"Grande",-68.8592311116,-32.8836583034,5,"Residencial Sur",2423808.92355,"1","medio"
"20413",31014,"Fresno europeo","10/02/2011 10:14","Medio (4 - 8 mts)",96,"Grande",-68.8556109694,-32.8641340917,6,"Residencial Norte",2694682.37982,"0","medio"
"891",1363,"Aguaribay","30/11/2011 11:03","Medio (4 - 8 mts)",126,"Grande",-68.8771437427,-32.8647724883,8,"Aeroparque",2203364.73622,"0","medio"
"24311",36813,"Pltano","07/04/2011 12:39","Alto (> 8 mts)",180,"Grande",-68.8580423042,-32.8811385,7,"Residencial Parque",1786336.08966,"0","alto"
"1699",2574,"Fresno europeo","18/10/2011 11:48","Medio (4 - 8 mts)",70,"Grande",-68.8355549987,-32.8824225668,3,"Parque O'Higgins",1531146.02653,"0","bajo"
